PolicyPct,slope,CI_low,CI_high
90,0.13099544861196083,-0.42599030032003055,0.46980206154690174
80,0.910886552442812,-0.0010885912403980908,1.7806069348319675
70,1.7363639048950406,0.6195875550895087,3.087005984456867
60,2.0965240486290466,0.8044639958068858,3.692736277241147
