PolicyPct,n,TIR_low_mean,TIR_high_mean,diff_mean,diff_CI_low,diff_CI_high
100,29,86.05363984674331,77.21204501915709,8.841594827586208,6.433768358876116,11.40208433109834
90,29,83.27825670498083,76.31764846743296,6.9606082375478895,4.721803160919534,9.47898208014048
80,29,75.18119412515964,72.37488026819923,2.806313856960409,-0.3834111590038295,6.052512372286073
70,29,63.953544061302686,65.81657088122604,-1.86302681992337,-5.408739423690932,1.7573136174968051
60,29,53.752394636015325,57.64248084291188,-3.8900862068965543,-7.27515864463602,-0.35095386334611456
